BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
14,OHIO,April,Thunderstorm Wind,0.00K,41.24,-80.74
14,OHIO,April,Thunderstorm Wind,2.00K,41.05,-80.72
14,OHIO,April,Thunderstorm Wind,0.00K,41.34,-80.53
29,WYOMING,April,Heavy Snow,,,
29,WYOMING,April,Heavy Snow,,,
29,WYOMING,April,Heavy Snow,,,
29,WYOMING,April,Heavy Snow,,,
30,WYOMING,April,Heavy Snow,,,
14,GEORGIA,April,Thunderstorm Wind,7.00K,34.7091,-85.2761
1,KANSAS,June,Hail,,38.22,-95.21
1,KANSAS,June,Hail,,38.15,-95.15
1,KANSAS,June,Hail,,38.08,-95.36
1,KANSAS,June,Hail,,38.09,-95.12
3,KANSAS,June,Hail,,39.22,-95.21
3,KANSAS,June,Flash Flood,0.00K,38.23,-95.55
3,KANSAS,June,Flash Flood,0.00K,38.37,-95.23
3,KANSAS,June,Flash Flood,0.00K,38.4,-95.25
19,GEORGIA,April,Thunderstorm Wind,,31.74,-81.65
19,GEORGIA,April,Thunderstorm Wind,,31.75,-81.63
19,GEORGIA,April,Thunderstorm Wind,,31.83,-81.7
19,GEORGIA,April,Thunderstorm Wind,2.50K,31.81,-81.65
19,GEORGIA,April,Thunderstorm Wind,,31.86,-81.73
19,SOUTH CAROLINA,April,Thunderstorm Wind,,33.01,-80.13
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.95,-80.15
19,SOUTH CAROLINA,April,Thunderstorm Wind,,33.4,-79.92
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.81,-80.1
19,SOUTH CAROLINA,April,Thunderstorm Wind,1.00K,33.01,-80.04
1,ILLINOIS,April,Flood,50.00K,36.9862,-89.1382
1,ILLINOIS,April,Flood,0.00K,37.08,-89.17
30,WEST VIRGINIA,June,Flash Flood,0.00K,39.2728,-79.3681
30,WEST VIRGINIA,June,Flood,0.00K,39.2728,-79.3684
15,MASSACHUSETTS,April,Strong Wind,8.50K,,
15,MASSACHUSETTS,April,Strong Wind,1.00K,,
15,MASSACHUSETTS,April,Strong Wind,0.50K,,
15,MASSACHUSETTS,April,Strong Wind,0.50K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
9,KENTUCKY,April,Dense Fog,0.00K,,
25,NEW YORK,May,Thunderstorm Wind,2.00K,42.79,-77.61
14,OHIO,April,Thunderstorm Wind,2.00K,39.2947,-82.3902
14,OHIO,April,Thunderstorm Wind,15.00K,38.9702,-82.6051
26,OHIO,April,Hail,0.00K,39,-82.06
2,VIRGINIA,June,Hail,,38.91,-77.96
2,VIRGINIA,June,Hail,,38.75,-77.96
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.8,-80.78
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.72,-80.62
19,SOUTH CAROLINA,April,Thunderstorm Wind,1.25K,33.09,-80.87
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.79,-80.63
19,SOUTH CAROLINA,April,Thunderstorm Wind,,32.46,-80.64
28,IOWA,April,Frost/Freeze,0.00K,,
28,IOWA,April,Frost/Freeze,0.00K,,
28,IOWA,April,Frost/Freeze,0.00K,,
7,ARKANSAS,April,Flash Flood,0.00K,33.57,-92.85
14,PENNSYLVANIA,April,Funnel Cloud,0.00K,41.5,-79.8
14,PENNSYLVANIA,April,Hail,0.00K,41.34,-80.11
13,COLORADO,April,Frost/Freeze,0.00K,,
26,UTAH,April,Thunderstorm Wind,0.00K,38.77,-109.75
17,NEVADA,April,Flash Flood,2.00K,41.59,-115.5
30,ARKANSAS,April,Tornado,700.00K,36.2981,-93.0043
20,PENNSYLVANIA,April,Hail,0.00K,40.15,-79.82
20,PENNSYLVANIA,April,Hail,0.00K,41.01,-78.84
30,MISSOURI,April,Hail,0.00K,37,-94.43
30,MISSOURI,April,Hail,0.00K,37.08,-94.26
30,MISSOURI,April,Thunderstorm Wind,50.00K,37.7432,-92.3485
30,MISSOURI,April,Thunderstorm Wind,0.00K,37.77,-92.3
9,ARKANSAS,March,Thunderstorm Wind,150.00K,34.61,-92.1
9,ARKANSAS,March,Thunderstorm Wind,2.00K,35.82,-91.13
9,ARKANSAS,March,Thunderstorm Wind,0.00K,35.89,-91.05
9,ARKANSAS,March,Strong Wind,0.00K,,
9,ARKANSAS,March,Thunderstorm Wind,0.00K,34.79,-91.46
14,OHIO,March,Thunderstorm Wind,0.00K,40.36,-81.97
3,SOUTH DAKOTA,March,Extreme Cold/Wind Chill,0.00K,,
3,SOUTH DAKOTA,March,Extreme Cold/Wind Chill,0.00K,,
1,COLORADO,March,Winter Storm,0.00K,,
28,NEBRASKA,March,Hail,0.00K,40.03,-98.07
3,NEW JERSEY,March,Heavy Snow,0.00K,,
14,NEBRASKA,March,High Wind,0.00K,,
14,NEBRASKA,March,High Wind,0.00K,,
14,NEBRASKA,March,High Wind,0.00K,,
14,IOWA,March,Flood,0.00K,42.2011,-95.0874
28,GULF OF MEXICO,June,Marine Thunderstorm Wind,0.00K,27.9126,-82.6856
8,VIRGINIA,July,Flood,0.00K,38.9467,-77.3117
8,VIRGINIA,July,Flood,0.00K,38.97,-77.3675
5,VIRGINIA,July,Dense Fog,,,
5,VIRGINIA,July,Dense Fog,,,
5,VIRGINIA,July,Dense Fog,,,
30,RHODE ISLAND,June,Hail,0.00K,41.7679,-71.4434
5,TEXAS,April,Hail,0.00K,32.04,-100.11
6,TEXAS,April,Hail,0.00K,30.4918,-100.7245
6,TEXAS,April,Thunderstorm Wind,0.00K,32.92,-99.72
13,TEXAS,April,Thunderstorm Wind,0.00K,31.84,-100.99
13,TEXAS,April,Hail,0.50K,31.02,-101.67
9,LOUISIANA,March,Tornado,150.00K,32.995,-93.4677
14,TEXAS,March,Thunderstorm Wind,0.00K,32.3708,-94.8625
14,IOWA,March,Flood,10.00K,41.5218,-93.817
2,DISTRICT OF COLUMBIA,June,Hail,,38.95,-77.07
2,MARYLAND,June,Hail,,39.67,-77.99
2,MARYLAND,June,Hail,,39.03,-77.2
15,IOWA,March,Flood,0.00K,42.6283,-92.5426
2,MARYLAND,June,Hail,,39.24,-77.21
2,MARYLAND,June,Hail,,39.06,-77.15
2,MARYLAND,June,Hail,,39.26,-77.23
2,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
2,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
2,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
2,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
3,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
1,MONTANA,March,Winter Weather,0.00K,,
1,MONTANA,March,Winter Storm,0.00K,,
1,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
2,MONTANA,March,Cold/Wind Chill,0.00K,,
2,MONTANA,March,Extreme Cold/Wind Chill,0.00K,,
13,COLORADO,March,High Wind,0.00K,,
13,COLORADO,March,High Wind,0.00K,,
13,COLORADO,March,High Wind,0.00K,,
14,WISCONSIN,March,Flood,0.00K,45.03,-90.9214
14,WISCONSIN,March,Flood,0.00K,44.3232,-90.8324
14,WISCONSIN,March,Flood,55.00K,44.0708,-90.9164
3,FLORIDA,March,Tornado,500.00K,30.4934,-84.1262
12,TEXAS,March,High Wind,0.00K,,
14,INDIANA,March,Thunderstorm Wind,0.00K,41.71,-86.31
14,MICHIGAN,March,Hail,0.00K,42.1,-86.49
14,MICHIGAN,March,Hail,0.00K,42.08,-86.45
14,MICHIGAN,March,Hail,0.00K,42.08,-86.5
14,MICHIGAN,March,Hail,0.00K,42.11,-86.48
14,MICHIGAN,March,Hail,0.00K,41.78,-86.14
14,MICHIGAN,March,Thunderstorm Wind,0.00K,42,-86.08
26,SOUTH DAKOTA,March,Flood,0.00K,45.94,-99.71
