text,lat,lon
SCOTT CITY,37.25,-89.52
COMMERCE,37.15,-89.45
LUSK,37.0755,-89.4036
LUSK,37.0807,-89.38
ILLMO,37.23,-89.4698
NEW MADRID,36.5783,-89.53
BAYOUVILLE,36.5849,-89.37
NEW MADRID,36.5048,-89.4115
LINDA,36.4845,-89.4698
CARMI,38.08,-88.17
BROWNSVILLE,38.0212,-88.2212
HERALD,38.0172,-88.1815
CARMI MUNI ARPT,38.0776,-88.134
MAUNIE,38.03,-88.05
PHILLIPSTOWN,38.1523,-87.993
PHILLIPSTOWN,38.1502,-87.9504
PHILLIPSTOWN,38.105,-87.9575
MAUNIE,38.0572,-87.9903
MT CARMEL,38.4163,-87.7448
PATTON,38.4513,-87.7376
PATTON,38.4521,-87.7547
MT CARMEL,38.42,-87.7577
HAZLETON,38.48,-87.53
HAZLETON,38.4916,-87.5377
GIRO,38.5259,-87.442
GIRO,38.5106,-87.4353
PETERSBURG,38.5092,-87.2932
ALGIERS,38.5469,-87.2077
ALGIERS,38.5484,-87.1923
ALGIERS,38.5429,-87.181
PETERSBURG,38.5036,-87.2888
EAST MT CARMEL,38.4,-87.73
CRAWLEYVILLE,38.2816,-87.8354
CRAWLEYVILLE,38.3075,-87.8318
SKELTON,38.3474,-87.8153
EAST MT CARMEL,38.389,-87.7619
NEW HARMONY,38.1237,-87.9461
NEW HARMONY,38.1217,-87.936
SAVAH,38.0644,-87.9446
SAVAH,38.0666,-87.9647
DONIPHAN,36.6269,-90.8555
DONIPHAN,36.5792,-90.8671
DONIPHAN,36.5794,-90.8432
DONIPHAN,36.6125,-90.8296
OLD GREENVILLE,37.1,-90.47
OLD GREENVILLE,37.1077,-90.4586
BURBANK,37.1751,-90.464
LODI,37.2118,-90.4871
SILVA,37.2008,-90.5148
EAGLETOWN,40.007,-86.1728
EAGLETOWN,40.0068,-86.1762
EAGLETOWN,39.9995,-86.2027
WHITESTOWN,40,-86.35
COLLEGE MEADOWS,39.93,-86.15
EAGLETOWN,40.01,-86.16
WORTHY,39.88,-87.49
KLONDYKE,39.66,-87.43
CLINTON,39.66,-87.41
CAYUGA,39.8935,-87.5292
WOODSTOCK,39.81,-86.19
SPRING HILLS,39.81,-86.2
CLINTON ARPT,39.7,-87.42
ROSEDALE,39.62,-87.28
SEYMOUR,38.96,-85.89
BROWNSBURG,39.84,-86.39
NORA,39.91,-86.13
FISHERS,39.97,-86.07
MILLERSVILLE,39.85,-86.12
IND SHANK ARPT,39.84,-86.27
ALLISONVILLE,39.8813,-86.0983
RAVENSWOOD,39.88,-86.11
CARMEL,40.0023,-86.1647
RAVENSWOOD,39.8832,-86.1014
MICKLEYVILLE,39.75,-86.25
ALLISONVILLE,39.92,-86.07
GEM,39.78,-85.92
NEW PALESTINE,39.74,-85.9
FINLY,39.72,-85.82
SHELBYVILLE,39.52,-85.78
KLONDYKE,39.65,-87.43
WALDRON,39.43,-85.63
EAGLETOWN,40.0127,-86.1833
FLAT ROCK,39.36,-85.83
OLD ST LOUIS,39.32,-85.77
FISHERS,39.9502,-86.0327
CARMEL,39.98,-86.13
HAYDEN,38.95,-85.68
ROCKVILLE,39.77,-87.24
FLORA,40.54,-86.47
WINDFALL,40.34,-85.97
FAIRLAND,39.58,-85.86
LAFAYETTE,40.41,-86.88
THORNTOWN,40.13,-86.61
KIRKLIN,40.2141,-86.371
FOREST,40.37,-86.38
KOKOMO,40.49,-86.14
KOKOMO,40.49,-86.12
EKIN,40.24,-86.18
PITTSBORO,39.87,-86.46
FORTVILLE,39.93,-85.84
MARION,39.6,-85.69
KLONDYKE,40.45,-86.97
HOME PLACE,39.93,-86.21
INDIANAPOLIS INTL AR,39.72,-86.29
ANDERSON,40.09,-85.69
STATE LINE,40.1945,-87.4999
ATTICA RILEY FLD ARP,40.27,-87.21
MONTMORENCIE,40.43,-87.01
PURDUE UNIVERSITY,40.45,-86.93
WAYNETOWN,40.09,-87.07
ROCKVILLE,39.77,-87.24
MARSHALL,39.85,-87.19
KLONDYKE,40.47,-86.94
KAPPA CORNER,40.49,-86.37
LAFAYETTE,40.4,-86.86
HILLISBURG,40.2701,-86.3376
CAMDEN,40.61,-86.54
KOKOMO,40.47,-86.15
SYCAMORE,40.51,-85.92
WEST ELWOOD,40.3,-85.84
ANDERSON,40.09,-85.69
(LAF)PURDUE UNIV LAF,40.4157,-86.9307
KOKOMO,40.48,-86.13
(OKK)KOKOMO MUNI ARP,40.5304,-86.062
DELAWARE CO ARPT,40.2371,-85.398
VEEDERSBURG,40.11,-87.26
MEADOWBROOK,40.3905,-86.833
EASTWICH,40.4297,-86.8327
LAFAYETTE,40.43,-86.87
LAFAYETTE,40.43,-86.88
KLONDYKE,40.47,-86.95
PYRMONT,40.45,-86.69
WINCHESTER,40.1694,-84.9772
MONTMORENCIE,40.49,-87.09
LAPEL,40.07,-85.84
LYNN,40.03,-84.94
LYNN,40.01,-84.94
MT COMFORT,39.85,-85.9
MONTMORENCI ARPT,40.53,-87.06
HUNTSVILLE,40,-85.74
BATTLE GROUND,40.5,-86.86
PETTIT,40.37,-86.7
PENDLETON,39.9985,-85.7549
ANDERSON ACE ARPT,40.0571,-85.6741
MIDDLETOWN,40.033,-85.531
MIDDLETOWN,40.0339,-85.5281
HONEY CREEK,40.0523,-85.4825
SPRINGPORT,40.0548,-85.4362
INGALLS,39.974,-85.7694
INGALLS,39.97,-85.77
PROGRESS,40.1298,-85.446
MIDDLETOWN,40.06,-85.53
RIDGEVILLE,40.2939,-85.0756
ARBA,40.0113,-84.8671
DENVER CITY,32.97,-102.85
DENVER CITY,32.97,-102.85
SPRINGLAKE,34.2734,-102.3
JOHNSON,33.2267,-102.48
DIMMITT,34.55,-102.32
BROWNFIELD,33.18,-102.4183
CARLISLE,33.5778,-101.9744
MEADOW,33.3095,-102.2245
MEADOW,33.33,-102.2
WOLFFORTH,33.4276,-102.02
LUBBOCK,33.5084,-101.936
SLIDE,33.42,-101.9694
WOODROW,33.479,-101.82
STODDARD,43.7212,-91.1492
ELLENBORO,42.74,-90.56
BROAD RUN FARMS,39.05,-77.38
CHESTERBROOK WOODS,38.93,-77.18
ROCKVILLE,39.06,-77.18
POTOMAC,39,-77.22
AUTREY PARK,39.07,-77.12
BETHESDA,38.96,-77.11
MEADOWS,38.83,-76.86
SOUTH HAVEN BEACH,38.97,-76.59
WELLTOWN,39.24,-78.14
HILLCREST,39.18,-78.19
HILLCREST,39.17,-78.19
STEPHENS CITY,39.08,-78.21
STEPHENS CITY,39.08,-78.22
CAUNTERBURG,39.07,-78.18
ARMEL,39.1,-78.17
ARMEL,39.09,-78.16
STEPHENS CITY,39.08,-78.21
BOYCE,39.09,-78.06
BRIGGS,39.11,-78.01
CAUNTERBURG,39.06,-78.18
CLAYTONVILLE,39.08,-77.99
GRIMES,39.27,-78.11
SWIMLEY,39.2,-78.01
ANTIETAM,39.41,-77.74
ANTIETAM,39.41,-77.74
DARKESVILLE,39.36,-78.04
(MRB)SHEPHERD FLD MR,39.37,-77.98
(MRB)SHEPHERD FLD MR,39.38,-77.95
VANCLEVESVILLE,39.39,-77.92
CLEAR SPG,39.66,-77.93
CHARLTON,39.64,-77.89
CLEAR SPG,39.65,-77.92
CLEAR SPG,39.67,-77.92
CLEAR SPG,39.66,-77.93
WILLIAMSPORT,39.6,-77.83
WILLIAMSPORT,39.6,-77.82
REELS MILL,39.38,-77.38
KNOLLWOOD,39.25,-77.06
CAMP GOATTGE,38.58,-77.57
CAMP GOATTGE,38.57,-77.56
CLEAR SPG,39.65,-77.94
CLEAR SPG,39.67,-77.92
SPICKLER,39.69,-77.9
SPICKLER,39.67,-77.88
BROADFORDING,39.69,-77.8
MAUGANSVILLE,39.69,-77.75
DRY RUN,39.7,-77.91
MAUGANSVILLE,39.67,-77.77
SPICKLER,39.69,-77.9
LADIESBURG,39.58,-77.26
WILLIAMS XRDS,35.2039,-77.9519
(FBG)FT BRAGG,35.18,-79.02
SHAW HGTS,35.14,-78.93
OLDTOWN,36.1401,-80.301
EMINENCE,33.24,-91.2
LUNA,33.39,-91.21
MC MILLIAN CORNER,33.39,-91.39
COSGROVE,33.24,-91.39
BEAM MILL,35.37,-81.5
DELLVIEW,35.41,-81.44
EAST MARION,35.68,-81.99
WEST MARION,35.66,-82.03
WEST CONCORD,35.37,-80.55
ROBERTA MILLS,35.37,-80.66
KANNAPOLIS,35.488,-80.623
NORTH CONCORD,35.443,-80.621
MOUNTAIN CITY,34.92,-83.39
TOCCOA,34.58,-83.33
PARK PLACE,34.89,-82.407
MINTER,34.95,-82.35
MASCOT,35.05,-82.139
INMAN MILLS,35.079,-82.06
WETUMPKA,32.51,-86.21
WETUMPKA,32.5243,-86.212
ELMORE,32.53,-86.32
WETUMPKA,32.55,-86.21
WETUMPKA,32.58,-86.26
WETUMPKA,32.59,-86.22
WETUMPKA,32.59,-86.22
SANTUCK,32.63,-86.13
TWIN,33.9803,-87.8179
HALEYVILLE,34.23,-87.62
GORGAS,33.67,-87.18
PARCO,33.6124,-87.1464
DORA,33.73,-87.09
SUMITON,33.75,-87.05
SAYRE,33.7507,-86.994
PARTRIDGE XRDS,33.7617,-86.9355
PARTRIDGE XRDS,33.7617,-86.9355
ONEONTA,33.95,-86.47
TUMLIN GAP,33.9709,-86.1794
CITICO,34.1,-85.96
CEDAR BLUFF,34.2234,-85.603
CEDAR BLUFF,34.24,-85.59
HAYNEVILLE,32.1832,-86.5875
KIRLEY,44.755,-101.14
KIRLEY,44.7,-101.14
MILESVILLE,44.56,-101.53
MILESVILLE,44.48,-102
(PHP)PHILIP ARPT,44.08,-101.49
MIDLAND,44.12,-101.05
MIDLAND,44,-101.05
(PHP)PHILIP ARPT,44,-101.49
ELM SPRINGS,44.14,-102.4
BLACK HAWK,44.14,-103.23
STURGIS MUNI ARPT,44.605,-103.25
FAIRPOINT,44.605,-102.95
MUD BUTTE,44.95,-102.95
(D07)FAITH ARPT,44.91,-102
HOWES,44.51,-102
PLAINVIEW,44.42,-102.29
BELLE FOURCHE AIRPORT,44.99,-104.03
HOOVER,44.95,-102.95
BELLE FOURCHE,44.605,-103.95
BELLE FOURCHE,44.6,-103.92
BELLE FOURCHE,44.58,-104.04
RED SHIRT,43.6,-102.99
RED SHIRT,43.7,-102.8
KYLE,43.69,-102.14
BATESLAND,43,-102.08
SLIM BUTTE,43,-103
CREIGHTON,44.5,-102
QUINN,43.7,-102.02
SCENIC,43.7,-102.8
SCENIC,43.86,-102.69
HAYWARD,43.86,-103.29
RAPID CITY,44.14,-103.23
WASTA,44.14,-102.39
CREIGHTON,44.42,-102.3
HERMOSA,43.85,-103.29
FOLSOM,43.85,-102.69
FOLSOM,43.7,-102.8
FAIRBURN,43.61,-103
BUFFALO GAP,43.48,-103
BUFFALO GAP,43.48,-103.37
HOT SPRINGS,43.48,-103.37
ORAL,43.48,-103
OELRICHS,43,-103
ARDMORE,43,-103.69
CABELL,36.8249,-85.0013
WILLIAMSTON,35.85,-77.07
TERRA CEIA,35.67,-76.78
BISHOPS CROSS,35.62,-76.64
DUCK,36.17,-75.75
DUCK,36.12,-75.73
KILL DEVIL HILLS ARP,36.01,-75.66
KILL DEVIL HILLS,36,-75.67
FAIRFIELD,35.53,-76.23
DUCK,36.18,-75.75
FT LNDG,35.91,-76.03
APPIE,35.58,-77.77
HUDSON,28.27,-82.71
BUOY C10,27.17,-83.93
ANCLOTE KEY,27.25,-82.71
ANCLOTE KEY,27.26,-82.75
ANCLOTE KEY,27.9777,-82.8321
OLD TAMPA BAY,27.9126,-82.6856
OLD TAMPA BAY,27.9633,-82.54
LOWER TAMPA BAY,27.663,-82.618
MANATEE,29.49,-82.96
SPRING HILL,28.55,-82.45
LEXINGTON,42.45,-71.23
PLYMOUTH,41.96,-70.68
DENNIS,41.73,-70.2
DUNNELLON MUNI ARPT,29,-82.34
DUNNELLON,29.05,-82.46
MONTICELLO WAYNE ARP,36.84,-84.85
MONTICELLO WAYNE ARP,36.8365,-84.8463
NANCY,37.0716,-84.7526
QUINTON,36.93,-84.6
EUBANK,37.274,-84.6463
HARGETT,37.78,-84.04
UNION HALL,37.76,-83.94
GRASSY LICK,38.05,-84.02
MT STERLING,38.0646,-83.9394
OAKLEY,37.2045,-84.1006
MC WHORTER,37.2348,-84.0018
KENDALL SPGS,38.097,-83.7879
YALE,38.03,-83.5747
RATLIFF,38.04,-83.57
TIP TOP,37.65,-83.08
ARY,37.3694,-83.1512
COIN,37.1641,-84.5009
WITT,37.6785,-84.0297
NORTHFIELD,36.9933,-84.5025
RUTH,37.0607,-84.4997
EAST BERNSTADT,37.19,-84.12
ISLAND CITY,37.37,-83.77
CONKLING,37.3948,-83.6769
JUAN,37.4813,-83.4695
FROZEN CREEK,37.592,-83.4092
ROUSSEAU,37.5933,-83.2307
HENDRICKS,37.7,-83.12
IVYTON,37.7,-82.94
FLATGAP,37.93,-82.89
STAMBAUGH,37.8996,-82.8086
PAINTSVILLE ARPT,37.7482,-82.7812
BAYS BRANCH,37.72,-82.8
ALLEN,37.6226,-82.7296
MANTON,37.5446,-82.8295
INEZ,37.8491,-82.5027
HATFIELD,37.73,-82.38
RANSOM,37.58,-82.19
VENTERS,37.35,-82.42
ELK HORN CITY,37.3,-82.35
CIMMARON,38.44,-107.56
MARVEL,37.09,-108.13
GLENFIELD,47.43,-98.54
SOURIS,48.87,-100.58
HERNANDEZ,36.017,-106.2253
OAKES MUNI ARPT,46.08,-98.09
BALDWIN,47,-100.89
MISSION,43.31,-100.6998
MONANGO,46.18,-98.55
EDMUNDS,47.29,-99.09
EDMUNDS,47.1952,-99.0919
EDMUNDS,47.19,-99.09
WOODWORTH,47.17,-99.31
JAMESTOWN,46.89,-98.76
CATHAY,47.5436,-99.4782
CATHAY,47.54,-99.47
JUD,46.57,-98.85
HAMILL,43.6401,-99.703
HAMILL,43.49,-99.62
NEW HAVEN,44.7355,-104.83
SAVAGETON,43.68,-105.97
WRIGHT,43.55,-105.62
GILLETTE,44.4058,-105.5
GILLETTE,44.3836,-105.4458
MOORCROFT,44.3324,-104.95
CLARETON,43.8,-104.83
ROCHELLE,43.6579,-104.97
ROCHELLE,43.6388,-104.8407
WHITE EARTH,48.29,-102.77
WATFORD CITY,47.88,-103.28
RECLUSE,44.8069,-105.671
FALMOUTH,38.6657,-84.332
FALMOUTH,38.6647,-84.3311
FALMOUTH,38.6663,-84.3299
FALMOUTH,38.6666,-84.3312
LEWISBURG,38.5547,-83.7694
LEWISBURG,38.5569,-83.7651
LEWISBURG,38.5586,-83.7656
LEWISBURG,38.5569,-83.7695
ROCHELLE,43.6166,-104.9146
CLARETON,43.51,-104.56
ROCKYPOINT,44.87,-105.03
NEW HAVEN,44.8302,-104.8768
NEW HAVEN,44.8302,-104.8768
HULETT,44.7524,-104.6
HULETT,44.68,-104.4575
ALADDIN,44.6834,-104.18
NEW HAVEN,44.7721,-104.721
HULETT,44.745,-104.6218
NEW HAVEN,44.7699,-104.7214
HULETT,44.7417,-104.6248
VALE,38.8748,-77.3385
VALE,38.8742,-77.3377
VALE,38.8749,-77.3368
VALE,38.8757,-77.3383
RUTLAND,38.9875,-76.6226
RUTLAND,38.9865,-76.6241
RUTLAND,38.9855,-76.6222
LUSBY XRDS,38.9873,-76.6206
EDGEMONT,43.3166,-103.8851
GORMANIA,39.2937,-79.3455
GORMANIA,39.2925,-79.3463
GORMANIA,39.2923,-79.3447
GORMANIA,39.2934,-79.3445
GORMANIA,39.2735,-79.367
GORMANIA,39.274,-79.3625
GORMANIA,39.2724,-79.3623
GORMANIA,39.2725,-79.3676
GORMANIA,39.2918,-79.3437
GORMANIA,39.2801,-79.3412
GORMANIA,39.2678,-79.368
GORMANIA,39.2766,-79.3714
GORMANIA,39.2894,-79.3532
GORMANIA,39.3021,-79.3284
GORMANIA,39.3044,-79.313
GORMANIA,39.293,-79.322
GORMANIA,39.2728,-79.3681
GORMANIA,39.2725,-79.3598
GORMANIA,39.2767,-79.3515
GORMANIA,39.2838,-79.3508
GORMANIA,39.2827,-79.3587
GORMANIA,39.2728,-79.3684
GORMANIA,39.2762,-79.3449
GORMANIA,39.2935,-79.3298
GORMANIA,39.2954,-79.3454
GORMANIA,39.2876,-79.3565
ONEGO,38.8485,-79.4203
MOUTH OF SENECA,38.8386,-79.3704
MOUTH OF SENECA,38.8288,-79.3704
ONEGO,38.8424,-79.4309
STEBY,39.08,-79.23
STEBY,39.0912,-79.2282
STEBY,39.0918,-79.2385
STEBY,39.0796,-79.2408
MOUTH OF SENECA,38.83,-79.38
MOUTH OF SENECA,38.8272,-79.3618
MOUTH OF SENECA,38.8464,-79.3603
MOUTH OF SENECA,38.8454,-79.3879
RECLUSE,44.94,-105.79
RECLUSE,44.94,-105.79
RECLUSE,44.93,-105.6
RECLUSE,44.93,-105.6
CARLILE,44.5232,-104.6875
COLONY,44.92,-104.2
(GCC)GILLETTE ARPT,44.3666,-105.4839
DOUGHERTY,33.9727,-101.0559
MULESHOE,34.22,-102.73
OLTON,34.18,-102.13
SUMMERFIELD,34.73,-102.5
SUMMERFIELD,34.73,-102.412
SUMMERFIELD,34.6866,-102.5
PLAINVIEW,34.2,-101.7
FLOYDADA,33.98,-101.33
NORTHFIELD,34.2655,-100.6
NORTHFIELD,34.2945,-100.6
(CDS)CHILDRESS ARPT,34.43,-100.3
CHILDRESS,34.4924,-100.2
JUSTICEBURG,33.0566,-101.1088
BRANCH HILL,39.2306,-84.2737
BRANCH HILL,39.2311,-84.2728
BRANCH HILL,39.2307,-84.2723
BRANCH HILL,39.2301,-84.2734
TWIGHTWEE,39.2678,-84.2655
TWIGHTWEE,39.2659,-84.2658
TWIGHTWEE,39.2661,-84.2669
TWIGHTWEE,39.2679,-84.2662
STUBBS MILLS,39.3615,-84.1737
STUBBS MILLS,39.357,-84.1736
STUBBS MILLS,39.3567,-84.1761
STUBBS MILLS,39.3613,-84.1777
CIRCLEVILLE,39.6411,-82.9475
CIRCLEVILLE,39.6362,-82.9441
CIRCLEVILLE,39.6352,-82.9499
CIRCLEVILLE,39.6411,-82.952
ASHVILLE,39.72,-82.92
ASHVILLE,39.7219,-82.9267
ASHVILLE,39.7238,-82.9262
ASHVILLE,39.7238,-82.9211
LITTLE WALNUT,39.67,-82.95
LITTLE WALNUT,39.6696,-82.9469
LITTLE WALNUT,39.6682,-82.9474
LITTLE WALNUT,39.6683,-82.9507
ASHVILLE,39.72,-82.95
ASHVILLE,39.7253,-82.9499
ST PAUL,39.7251,-82.8868
ST PAUL,39.7166,-82.886
FIVE PTS,39.66,-83.14
FIVE PTS,39.6649,-83.144
STODDARD,43.6514,-91.1727
STODDARD,43.6525,-91.1726
STODDARD,43.654,-91.1778
STODDARD,43.6535,-91.1909
STODDARD,43.6526,-91.1904
STODDARD,43.72,-91.16
STODDARD,43.66,-91.22
TALLEYVILLE,39.79,-75.54
BROOKDALE HGTS,39.09,-75.47
DOVER,39.16,-75.53
BEAR,39.63,-75.66
NEWARK,39.68,-75.76
MIDDLETOWN,39.45,-75.73
ODESSA,39.46,-75.66
ST AUGUSTINE,39.48,-75.83
ST AUGUSTINE,39.49,-75.81
OAKWOOD,39.68,-76.19
PLEASANT HILL,39.68,-75.92
ST AUGUSTINE,39.49,-75.83
CHESAPEAKE CITY,39.54,-75.82
CHURCH HILL,39.19,-76.06
TILGHMAN,38.72,-76.33
LITTLE CENTER,39.47,-83.87
HAMMEL,39.37,-84.06
WILMINGTON,39.44,-83.84
WILMINGTON,39.4532,-83.8256
WILMINGTON,39.4533,-83.8244
WILMINGTON,39.4525,-83.8248
WILMINGTON,39.4526,-83.8258
WILMINGTON,39.4347,-83.833
WILMINGTON,39.4348,-83.8335
WILMINGTON,39.4351,-83.8335
WILMINGTON,39.435,-83.8329
HAMMEL,39.37,-84.06
HAMMEL,39.371,-84.0637
HAMMEL,39.3726,-84.0601
HAMMEL,39.3713,-84.0573
WILMINGTON,39.4578,-83.8171
WILMINGTON,39.4572,-83.8175
WILMINGTON,39.4581,-83.8192
WILMINGTON,39.4584,-83.8182
LITTLE CENTER,39.4825,-83.8617
LITTLE CENTER,39.4808,-83.8497
LITTLE CENTER,39.4786,-83.8552
LITTLE CENTER,39.4809,-83.8647
URBANA,40.12,-83.74
SPRINGFIELD ARPT,39.84,-83.84
BURTONVILLE,39.4167,-83.8427
BURTONVILLE,39.4168,-83.8454
BURTONVILLE,39.4179,-83.8456
BURTONVILLE,39.418,-83.843
WILMINGTON,39.4458,-83.8269
WILMINGTON,39.4459,-83.8211
WILMINGTON,39.4453,-83.821
WILMINGTON,39.4449,-83.8276
GURNEYVILLE,39.5171,-83.9087
TYBEE ISLAND,32.07,-80.78
KIAWAH ISLAND,32.6064,-80.0484
HILTON HEAD SOUND,32.12,-80.83
HILTON HEAD SOUND,32.12,-80.83
TYBEE ISLAND,31.95,-80.87
FRIENDSHIP HGTS,38.96,-77.09
ROCKVILLE,39.08,-77.16
LAYHILL,39.1,-77.06
PURDUM,39.27,-77.22
SAVAGE,39.13,-76.8
GUILFORD,39.19,-76.85
BRINKLEIGH MANOR,39.27,-76.83
DAMASCUS,39.29,-77.19
LAYTONSVILLE,39.23,-77.18
DORSEY,39.2,-76.75
GLEN BURNIE,39.16,-76.62
LAYHILL,39.099,-77.06
BUFFALO CREEK CO PARK,42.4942,-91.658
MONTI,42.4644,-91.5969
CENTRAL CITY,42.2347,-91.5004
PRAIRIEBURG,42.1853,-91.394
FAIRVIEW,42.0691,-91.2907
WAPSIPINICON SP,42.0638,-91.2716
MASONVILLE,42.4644,-91.5969
MASONVILLE,42.4364,-91.5389
MOOAR,40.44,-91.45
KEOKUK,40.41,-91.41
MOOAR,40.44,-91.45
MONTROSE,40.53,-91.42
KEOKUK,40.4,-91.4
MOOAR,40.44,-91.45
MOOAR,40.44,-91.45
KEOKUK ARPT,40.47,-91.43
KEOKUK,40.41,-91.41
KAHOKA,40.43,-91.72
DENVER,40.29,-91.11
ST MARY,40.35,-90.96
DENVER,40.29,-91.06
HAMILTON,40.4,-91.34
HAMILTON,40.42,-91.36
DISCO,40.62,-91.02
HAMILTON,40.4,-91.35
CARTHAGE,40.41,-91.13
HAMILTON,40.4,-91.34
HAMILTON,40.42,-91.36
COLCHESTER,40.43,-90.79
NEW PHILADELPHIA,40.46,-90.5
AUGUSTA,40.23,-90.95
BURLINGTON,40.81,-91.1
BURLINGTON,40.8124,-91.0989
BURLINGTON,40.8129,-91.1002
BURLINGTON,40.8089,-91.1016
BURLINGTON,40.8085,-91.1001
OAKLAND HGTS,35.27,-93.14
WALDRON,34.9,-94.09
EVENING SHADE,34.9479,-94.0898
EVENING SHADE,34.9505,-94.1397
WALDRON MUNI ARPT,34.8972,-94.1412
PARKS,34.8,-93.96
PARKS,34.8076,-93.9531
PARKS,34.8093,-93.9657
PARKS,34.8004,-93.967
IONE,35.06,-94.05
IONE,35.06,-94.0544
IONE,35.0655,-94.054
IONE,35.0636,-94.0462
MAGAZINE,35.15,-93.81
BELLEVILLE,35.09,-93.45
SUBIACO,35.26,-93.68
MACEDONIA,35,-93.45
SHARK,34.9868,-93.5091
SHARK,35.0055,-93.5047
MACEDONIA,35.0156,-93.4513
OZONE,35.64,-93.44
OZONE,35.6173,-93.4132
OZONE,35.6041,-93.4502
OZONE,35.6491,-93.4669
PARTHENON,35.95,-93.24
PARTHENON,35.9406,-93.2467
PARTHENON,35.9522,-93.2618
PARTHENON,35.961,-93.241
CLARKRIDGE,36.48,-92.32
NORFORK LAKE NORTH,36.38,-92.33
HARMONY,35.55,-93.56
CALICO ROCK,36.13,-92.13
MELBOURNE,36.06,-91.9
EVENING SHADE,36.07,-91.62
JESUP,36.02,-91.32
SWIFTON,35.82,-91.13
BLACK ROCK,36.11,-91.11
POCAHONTAS,36.26,-90.97
WALNUT RIDGE,36.07,-90.96
NOGAL,35.08,-92.56
PERRY,35.06,-92.79
BRADFORD,35.42,-91.46
BREWSTER,34.21,-92.02
BREWSTER,34.21,-92.02
BREWSTER,34.21,-92.02
MONTICELLO,33.62,-91.79
MONTICELLO,33.62,-91.79
SLABTOWN,34.28,-92.42
WHITE HALL,34.28,-92.1
CHEROKEE VLG,36.32,-91.54
COMPTON,36.08,-93.3
COMPTON,36.0797,-93.2876
COMPTON,36.0715,-93.2878
COMPTON,36.0729,-93.3044
CORDOVA,38.54,-78.04
NEW BALTIMORE,38.75,-77.68
GREENWICH,38.75,-77.65
BRITAIN,39.24,-77.65
TAYLORSTOWN,39.28,-77.59
CHANCELLORSVILLE,38.31,-77.66
MANASSAS,38.75,-77.46
KEPP,38.59,-77.43
BEREA,38.34,-77.51
HOADLY,38.65,-77.39
WOODBRIDGE ARPT,38.67,-77.32
BROOKE,38.38,-77.41
STAFFORD,38.43,-77.39
SUMMIT,38.22,-77.45
MAUNTS,38.53,-77.44
LINCOLN AVENUE,39.63,-77.78
LIBERTYTOWN,39.48,-77.25
BUCKEYSTOWN,39.33,-77.4
MEDFORD,39.55,-77.06
PATAPSCO,39.57,-76.91
GRAYTON,38.42,-77.19
FENWICK,38.65,-77.09
CALLAWAY,37.0141,-80.027
CALLAWAY,37.0231,-80.0311
PENNS STORE,36.5457,-80.0972
PENNS STORE,36.5442,-80.0909
PENNS STORE,36.5428,-80.0946
PENNS STORE,36.5433,-80.0977
PENNS STORE,36.5456,-80.0988
REDWOOD,37.0549,-79.8553
REDWOOD,37.0319,-79.8381
REDWOOD,37.0541,-79.8153
BURNT CHIMNEY,37.0632,-79.82
MARTINSVILLE,36.7052,-79.8654
COPPER HILL,37.0817,-80.134
HENRY FORK,36.9769,-79.8961
KINGSLAND,37.31,-77.49
TEMPLETON,37.07,-77.28
PUNGOTEAGUE,37.63,-75.81
JASON,38.23,-75.76
COKESBURY,38.12,-75.56
ELIZABETH CITY,36.3,-76.23
BOYDS STORE,36.5441,-79.0625
MAYO,36.559,-78.9021
RED BANK,36.6,-78.75
WIRTZ,37.0877,-79.9325
SEDALIA,37.4625,-79.4633
BURNT CHIMNEY,37.0926,-79.7568
ALDERSON,37.7274,-80.6483
RENICK,37.9914,-80.3552
GLENWOOD,37.3507,-81.1304
SOUTH BOSTON,36.7094,-78.8688
TIMBER RIDGE,37.8427,-79.3614
GOGGINSVILLE,37.0817,-79.9482
SANDY RIVER,36.7301,-79.6415
HALIFAX,36.76,-78.93
NATURAL WELL,37.9,-79.97
THAXTON,37.3509,-79.6349
FOREST,37.3644,-79.2905
ROUGH CREEK,37.1116,-78.7489
WOMACKS,37.0706,-78.7233
GOGGINSVILLE,37.0397,-79.9512
RALEIGH,35.8142,-78.6444
RALEIGH,35.8111,-78.6483
MILLBROOK,35.82,-78.63
WILDERS GROVE,35.7715,-78.5945
WILDERS GROVE,35.7663,-78.5951
CLAYTON,35.6767,-78.5067
RAMSEUR,35.7265,-79.661
RAMSEUR ALLEN FLD AR,35.6739,-79.6394
LEXINGTON,35.8278,-80.2581
EAST INDEPENDENCE,39.0725,-94.3799
KANSAS CITY,39.084,-94.5914
KANSAS CITY,39.0843,-94.5845
KANSAS CITY,39.077,-94.5846
KANSAS CITY,39.0774,-94.5906
DODSON,39.0167,-94.593
LINDEN,39.2,-94.57
BLUE SPGS,38.99,-94.27
RAYMORE,38.8,-94.45
(GVW)RICHARDS-GEBAUR,38.84,-94.55
MEADVILLE,39.79,-93.3
URBANDALE,39.4022,-92.4345
KANSAS CITY,39.05,-94.6
CHILLICOTHE,39.79,-93.55
MEADVILLE,39.79,-93.3
MARCELINE,39.71,-92.95
URBANDALE,39.4,-92.43
RENICK,39.34,-92.39
LEES SUMMIT ARPT,38.96,-94.37
HIGGINSVILLE,39.07,-93.71
TWO BUTTES,37.57,-102.4
(LHX)LA JUNTA ARPT,38.079,-103.52
FALCON,39.0102,-104.5773
